date,culture_id,action_id
2026-05-01,mais,plantation
2026-05-01,haricot,semis
2026-05-02,riz,semis
2026-05-02,manioc,recolte
2026-05-03,haricot,recolte
2026-05-04,manioc,plantation
2026-05-04,haricot,plantation
2026-05-05,haricot,entretien
2026-05-05,mais,plantation
2026-05-06,mais,entretien
2026-05-07,manioc,semis
2026-05-07,manioc,entretien
2026-05-08,manioc,plantation
2026-05-08,mais,plantation
2026-05-09,manioc,recolte
2026-05-09,manioc,recolte
2026-05-10,manioc,plantation
2026-05-10,mais,plantation
2026-05-11,riz,entretien
2026-05-12,mais,entretien
2026-05-12,mais,plantation
2026-05-13,riz,recolte
2026-05-13,manioc,plantation
2026-05-14,mais,semis
2026-05-14,manioc,recolte
2026-05-15,haricot,semis
2026-05-16,riz,recolte
2026-05-17,mais,semis
2026-05-18,mais,entretien
2026-05-18,riz,semis
2026-05-19,riz,plantation
2026-05-20,haricot,entretien
2026-05-20,manioc,entretien
2026-05-21,manioc,semis
2026-05-22,mais,semis
2026-05-23,haricot,plantation
2026-05-24,riz,entretien
2026-05-24,manioc,recolte
2026-05-25,manioc,recolte
2026-05-26,haricot,entretien
2026-05-27,haricot,entretien
2026-05-28,haricot,recolte
2026-05-29,riz,recolte
2026-05-30,manioc,semis
2026-05-30,mais,semis
2026-05-31,riz,plantation
