date,culture_id,action_id
2025-03-01,mais,plantation
2025-03-01,haricot,semis
2025-03-02,riz,semis
2025-03-02,manioc,recolte
2025-03-03,haricot,recolte
2025-03-04,manioc,plantation
2025-03-04,haricot,plantation
2025-03-05,haricot,entretien
2025-03-05,mais,plantation
2025-03-06,mais,entretien
2025-03-07,manioc,semis
2025-03-07,manioc,entretien
2025-03-08,manioc,plantation
2025-03-08,mais,plantation
2025-03-09,manioc,recolte
2025-03-09,manioc,recolte
2025-03-10,manioc,plantation
2025-03-10,mais,plantation
2025-03-11,riz,entretien
2025-03-12,mais,entretien
2025-03-12,mais,plantation
2025-03-13,riz,recolte
2025-03-13,manioc,plantation
2025-03-14,mais,semis
2025-03-14,manioc,recolte
2025-03-15,haricot,semis
2025-03-16,riz,recolte
2025-03-17,mais,semis
2025-03-18,mais,entretien
2025-03-18,riz,semis
2025-03-19,riz,plantation
2025-03-20,haricot,entretien
2025-03-20,manioc,entretien
2025-03-21,manioc,semis
2025-03-22,mais,semis
2025-03-23,haricot,plantation
2025-03-24,riz,entretien
2025-03-24,manioc,recolte
2025-03-25,manioc,recolte
2025-03-26,haricot,entretien
2025-03-27,haricot,entretien
2025-03-28,haricot,recolte
2025-03-29,riz,recolte
2025-03-30,manioc,semis
2025-03-30,mais,semis
2025-03-31,riz,plantation
